License,Type of licenses,Name,Contact,Address,"City,State,Zip",County,Phone,ExpirationDate,Website
3240358,Food Establishment Licenses,WHAT'S FOR DINNER,JENNIFER & DAVID WEIKERT,8509 FERGUSON AVE,"SAVANNAH, GA     31406",CHATHAM,(912) 323-2023,6/30/2026,
68361,Food Establishment Licenses,CIRCLE K STORE #2705160,TOM HARMAN,1006 KING GEORGE BLVD,"SAVANNAH, GA     31419",CHATHAM,(912) 961-0500,6/30/2026,
59147,Food Establishment Licenses,HANDYLAND GATEWAY EXXON,FRANKLIN TODD,8 S GATEWAY BLVD,"SAVANNAH, GA     31419",CHATHAM,(912) 921-0033,6/30/2026,
2472401,Food Establishment Licenses,READEE'S BEES,READ NICHOLS,806 WHIPPOORWILL RD,"SAVANNAH, GA     31410",CHATHAM,850-293-1126,6/30/2026,
2673405,Food Establishment Licenses,PARKWAY SHELL,RAJESH PATEL,4 PARK OF COMMERCE WAY,"SAVANNAH, GA     31405",CHATHAM,(912) 224-1964,6/30/2026,
51624,Food Establishment Licenses,RAY COFFEE SERVICE,CHARLES RAY,2645 CAUSTON BLUFF RD,"SAVANNAH, GA     31404",CHATHAM,(912) 236-2742,6/30/2026,
36439,Food Establishment Licenses,CVS PHARMACY #4230,THOMAS MOFFATT,150 JOHNNY MERCER BLVD,"SAVANNAH, GA     31410",PROVIDENCE,(912) 897-3220,6/30/2026,
4920095,Food Establishment Licenses,CREATION GARDENS/WHAT CHEFS WANT SAVANNAH,RON AND MOLLIE TURNIER,701 US HIGHWAY 80 BLDG 51 & 52,"SAVANNAH, GA     31408",CHATHAM,(850) 525-5060,6/30/2024,
5874024,Food Establishment Licenses,SUPREME PRODUCE @KROGER #418,DOROTHY NGUYEN,311 E. GWINNETT ST,"SAVANNAH, GA     31401",CHATHAM,(972) 402-9498,6/30/2026,
2796202,Food Establishment Licenses,WEST BAY HOP IN,PRATIVA KHADKA,2419 W BAY ST STE A,"SAVANNAH, GA     31415",CHATHAM,(912) 349-4160,6/30/2026,
34538,Food Establishment Licenses,CVS PHARMACY #4187,THOMAS MOFFATT,119 BULL ST,"SAVANNAH, GA     31401",PROVIDENCE,(912) 238-1494,6/30/2026,
4917407,Food Establishment Licenses,PATRICIA'S SWEETZ,PATRICIA JACKSON,103 WEST TAHOE DR,"SAVANNAH, GA     31405",CHATHAM,(912) 412-7306,6/30/2026,
4410237,Food Establishment Licenses,BURLINGTON #520,SHOBNA DAGA,7400 ABERCORN ST,"SAVANNAH, GA     31406",CHATHAM,(609) 387-7800,6/30/2026,
5204293,Food Establishment Licenses,EARTHFED,DANIEL SPINELLI,1102 BULL ST,"SAVANNAH, GA     31401",CHATHAM,(718) 702-5492,6/30/2026,
41262,Food Establishment Licenses,SAVANNAH CANDY KITCHEN,STAN STRICKLAND,225 E RIVER ST,"SAVANNAH, GA     31401",CHATHAM,(912) 233-8411,6/30/2026,
5873725,Food Establishment Licenses,SUPREME PRODUCE @KROGER #645,DOROTHY NGUYEN,5720 OGEEECHEE RD,"SAVANNAH, GA     31405",CHATHAM,(972) 402-9498,6/30/2026,
1975414,Food Establishment Licenses,SHOP & GO 2,BHAVINI PATEL,11204 WHITE BLUFF RD,"SAVANNAH, GA     31419",CHATHAM,(912) 920-3444,6/30/2025,
88412,Food Establishment Licenses,SHIV DISCOUNT CORNER #2,NIKHIL PATEL,2801 MONTGOMERY ST,"SAVANNAH, GA     31405",CHATHAM,(912) 443-9166,6/30/2026,
2794442,Food Establishment Licenses,DOLLAR GENERAL STORE #15520,TODD VASOS,3005 OGEECHEE RD,"SAVANNAH, GA     31405",CHATHAM,,6/30/2026,
98331,Food Establishment Licenses,MARY'S CRAB HOUSE,MARY WARREN,241 QUACCO RD,"SAVANNAH, GA     31419",CHATHAM,(912) 925-5948,12/31/2022,
2041488,Food Establishment Licenses,THE KROGER COMPANY STORE #697,DAVE DILLON,318 MALL BLVD,"SAVANNAH, GA     31406",CHATHAM,(912) 200-9158,6/30/2026,
43608,Food Establishment Licenses,CHU'S CONVENIENCE MART #106,RICHARD PRUDEN,2606 US HIGHWAY 80,"SAVANNAH, GA     31408",CHATHAM,(912) 964-4055,6/30/2026,
5204284,Food Establishment Licenses,PARKER'S KITCHEN #100,GREGORY PARKER,1750 GROVE POINT RD,"SAVANNAH, GA     31419",CHATHAM,(912) 721-7581,6/30/2026,
5106337,Food Establishment Licenses,SAVANNAH BEE COMPANY LLC,THOMAS DENNARD III,313 STILES AVE,"SAVANNAH, GA     31415",CHATHAM,(912) 503-2966,6/30/2026,
5510462,Food Establishment Licenses,"HEIDI'S HOMEMADE, LLC",HEIDI BRISTOL,5002 PAULSEN ST. #109,"SAVANNAH, GA     31405",CHATHAM,(912) 856-0898,6/30/2026,
4576403,Food Establishment Licenses,MIKE'S TIME SAVER,BOBBY SINGH,3713 MONTGOMERY ST,"SAVANNAH, GA     31405",CHATHAM,(912) 232-2618,6/30/2026,
4416403,Food Establishment Licenses,BRIGHTER DAY,KRISTIN RUSSELL,1102 BULL ST,"SAVANNAH, GA     31401",CHATHAM,912-236-4703,6/30/2026,
4876986,Food Establishment Licenses,JUSTIN'S B & S,MARY HORTON,324 W BOLTON ST,"SAVANNAH, GA     31401",CHATHAM,(843) 592-2267,6/30/2026,
30256,Food Establishment Licenses,SAVANNAH COCA COLA BOTTLING CO,CLAUDE NIELSEN,102 COLEMAN BLVD,"SAVANNAH, GA     31408",CHATHAM,(912) 748-0033,6/30/2026,
1972494,Food Establishment Licenses,CVS PHARMACY #5520,THOMAS MOFFATT,5401 ABERCORN ST,"SAVANNAH, GA     31405",PROVIDENCE,(912) 356-3170,6/30/2026,
32784,Food Establishment Licenses,VILLAGE STATION,DOUGLAS GOLDSTEIN,10 MEETING ST,"SAVANNAH, GA     31411",CHATHAM,(912) 598-0874,6/30/2026,
4920345,Food Establishment Licenses,AVOM FOOD MART,PARTH PATEL,1402 STILES AVE,"SAVANNAH, GA     31415",CHATHAM,(912) 228-4715,6/30/2026,
528075,Food Establishment Licenses,AFC SUSHI @KROGER #645A,,5720 OGEECHEE RD,"SAVANNAH, GA     31405",CHATHAM,,6/30/2026,
4920257,Food Establishment Licenses,LOVINGLY BAKED GOODS,KATRINA ROBINSON,238 EISENHOWER DR,"SAVANNAH, GA     31406",CHATHAM,(912) 604-2537,6/30/2026,
2994429,Food Establishment Licenses,HARGOBIND CORP,BOBBY SINGH,502 W BAY ST,"SAVANNAH, GA     31401",CHATHAM,(912) 234-0588,6/30/2026,
4459654,Food Establishment Licenses,BMD CONVENIENCE STORE,SUDHRIKUMAR PATEL,3830 OGEECHEE RD,"SAVANNAH, GA     31405",CHATHAM,912-224-5561,6/30/2026,
1972650,Food Establishment Licenses,DOWNTOWN CHEVRON,SATISHBHAI PATEL,147 MLK JR BLVD,"SAVANNAH, GA     31401",CHATHAM,(912) 232-2400,6/30/2026,
2530428,Food Establishment Licenses,MAISON de MACARONS,LAURA HALE,42 ABERCORN ST,"SAVANNAH, GA     31401",CHATHAM,912-303-0969,6/30/2023,
1475436,Food Establishment Licenses,QUICK STOP #109,MAYUR PATEL,4407 HABERSHAM ST,"SAVANNAH, GA     31405",CHATHAM,(912) 353-7712,6/30/2026,
4577428,Food Establishment Licenses,SALT TABLE,DAVID LEGASSE,190 W BRYAN ST,"SAVANNAH, GA     31401",CHATHAM,912-988-1154,6/30/2026,
4496127,Food Establishment Licenses,ACE CONVENIENCE STORE,TYRA FRAYALL,11410 ABERCORN ST,"SAVANNAH, GA     31419",CHATHAM,912-217-7102,6/30/2023,
5105955,Food Establishment Licenses,STAR BEANS COFFEE ROASTERS,ESTHER MALDONADO,4307 OGEECHEE RD STE 203,"SAVANNAH, GA     31405",CHATHAM,(912) 429-5557,6/30/2026,
5512215,Food Establishment Licenses,PORTCITY LOGISTICS,ERIC HOWELL,2450 DEAN FOREST RD,"SAVANNAH, GA     31408",CHATHAM,(912) 298-7150,6/30/2026,
4876848,Food Establishment Licenses,QUACCO FOOD MART,ANKIT AMIN,10 QUACCO RD UNIT D,"SAVANNAH, GA     31419",CHATHAM,(407) 314-6848,6/30/2026,
4577439,Food Establishment Licenses,UNFORGETTABLE BAKERY,BELINDA BAPTISTE,238 EISENHOWER DR,"SAVANNAH, GA     31406",CHATHAM,(912) 355-6160,6/30/2026,
5874018,Food Establishment Licenses,YUMMI SUSHI @KROGER #697,,318 MALL BLVD STE 100,"SAVANNAH, GA     31406",CHATHAM,(972) 402-9498,6/30/2026,
4956329,Food Establishment Licenses,RIVER STREET SWEETS,PAM STRICKLAND,32 E BROUGHTON ST,"SAVANNAH, GA     31401",CHATHAM,(912) 349-3884,6/30/2026,
4323013,Food Establishment Licenses,DOLLAR GENERAL STORE #20159,TODD VASOS,6719 WATERS AVE,"SAVANNAH, GA     31406",CHATHAM,(912) 354-2592,6/30/2026,
1321415,Food Establishment Licenses,MS. POLLY'S CAKE GIANTS,WANDA BECKETT,2325 OGEECHEE RD,"SAVANNAH, GA     31415",CHATHAM,(912) 660-6973,6/30/2026,
4094490,Food Establishment Licenses,AL MADINNEH HALAL MEAT & GROCERY MART,ROMAL SAHAK,7064 HODGSON MEMORIAL DR,"SAVANNAH, GA     31406",CHATHAM,912-999-8888,6/30/2026,
4496307,Food Establishment Licenses,OM FOOD MART,ZINALBEN PATEL,8408 WHITE BLUFF RD,"SAVANNAH, GA     31406",CHATHAM,386-801-7526,6/30/2026,
5511593,Food Establishment Licenses,PAPA MURPHY'S PIZZA GA005,ALBERT HANK & ADAM LEHR,201 JOHNNY MERCER BLVD,"SAVANNAH, GA     31410",CHATHAM,(360) 449-4015,6/30/2026,
1491613,Food Establishment Licenses,FAMILY DOLLAR STORE #9019,HOWARD LEVINE,610 MARTIN LUTHER KING BLVD,"SAVANNAH, GA     31401",CHATHAM,(912) 944-4374,6/30/2026,
2042356,Food Establishment Licenses,AFC SUSHI @ PUBLIX #1489,JEFFERY SEILER,6 WESTRIDGE RD,"SAVANNAH, GA     31411",CHATHAM,,6/30/2026,
4347404,Food Establishment Licenses,VICTORY STATION,VANDANA PATEL,1102 E VICTORY DR,"SAVANNAH, GA     31419",CHATHAM,(912) 236-7242,6/30/2026,
55564,Food Establishment Licenses,CVS PHARMACY #5351,THOMAS MOFFATT,301 W MONTGOMERY CROSSROADS,"SAVANNAH, GA     31406",CHATHAM,(912) 920-2911,6/30/2026,
4896752,Food Establishment Licenses,MARINE CONTAINER SOUTH LLC,JOSEPH NOONAN,137 PROSPERITY D DR STE 300,"SAVANNAH, GA     31408",CHATHAM,(732) 977-4674,6/30/2024,
528052,Food Establishment Licenses,AFC SUSHI @PUBLIX #522,JEFFERY SEILER,5500 ABERCORN ST,"SAVANNAH, GA     31405",LOS ANGELES,(912) 353-1260,6/30/2026,
78757,Food Establishment Licenses,WARREN'S SEAFOOD,AUDREY WARREN,560 FORT ARGYLE RD,"SAVANNAH, GA     31419",CHATHAM,(912) 921-0455,6/30/2026,
3112446,Food Establishment Licenses,SALT TABLE,CAROL SELLERS,400 AIRWAYS AVE,"SAVANNAH, GA     31408",CHATHAM,(912) 988-1059,6/30/2026,
3260404,Food Establishment Licenses,BKUSHI LLC,ILESH PATEL,2102 BONA BELLA AVE,"SAVANNAH, GA     31406",CHATHAM,(912) 356-5723,6/30/2024,
4986709,Food Establishment Licenses,LUCKY'S,SARVESH SHARMA & PARVIN PATEL,10004 ABERCORN ST,"SAVANNAH, GA     31406",CHATHAM,(912) 920-3000,6/30/2026,
5511080,Food Establishment Licenses,JUNCIA CARIBBEAN MARKET,KENCIA GEDEON,1711 E VICTORY DR,"SAVANNAH, GA     31404",CHATHAM,(407) 433-3893,6/30/2026,
2530475,Food Establishment Licenses,BLUE RIDGE JERKY,GREGORY KLUKKERT,502 E RIVER ST,"SAVANNAH, GA     31401",CHATHAM,8647234900,6/30/2024,
5511602,Food Establishment Licenses,PAPA MURPHY'S PIZZA GA009,ALBERT HANK & ADAM LEHR,830 E DERENNE AVE,"SAVANNAH, GA     31405",CHATHAM,(360) 449-4015,6/30/2026,
1321426,Food Establishment Licenses,"MAJ ICE COMPANY, LLC",MARY ANN GOODGAME,200 JOHNNY MERCER RD,"SAVANNAH, GA     31410",CHATHAM,(912) 897-1700,6/30/2026,
3531192,Food Establishment Licenses,PUMP N GO,SUHILKUMAR PATEL,801 HARMON ST,"SAVANNAH, GA     31401",CHATHAM,(912) 777-4405,6/30/2026,
28043,Food Establishment Licenses,SHOP N GO,KRISHNAL PATEL,728 W OGLETHORPE AVE,"SAVANNAH, GA     31401",CHATHAM,(912) 220-2005,6/30/2026,
4108404,Food Establishment Licenses,JIM'S QUICK STOP,MITABEN PATEL,922 PENNSYLVANIA AVE,"SAVANNAH, GA     31404",CHATHAM,(912) 349-0733,6/30/2025,
5874217,Food Establishment Licenses,NOURIA 9801 FERGUSON AVE.,TONY EL-NEMR,9801 FERGUSON AVE,"SAVANNAH, GA     31406",CHATHAM,(912) 774-0001,6/30/2026,
5204398,Food Establishment Licenses,ENSON MARKET,CHANGJIANG LIU,5501 ABERCORN ST.,"SAVANNAH, GA     31405",CHATHAM,(337) 888-5555,6/30/2026,
27201,Food Establishment Licenses,CHUS CONVENIENCE MART #103,RICHARD PRUDEN,7726 JOHNNY MERCER BLVD,"SAVANNAH, GA     31410",CHATHAM,(912) 897-7795,6/30/2026,
2796350,Food Establishment Licenses,DOLLAR GENERAL STORE #17036,TODD VASOS,418 JOHNNY MERCER BLVD,"SAVANNAH, GA     31410",CHATHAM,(912) 250-4301,6/30/2026,
1321403,Food Establishment Licenses,FAMILY DOLLAR STORE #315,HOWARD LEVINE,702 WHEATON ST,"SAVANNAH, GA     31401",CHATHAM,(912) 645-9570,6/30/2026,
37638,Food Establishment Licenses,FUJI VEGETABLE OIL INC,,120 BRAMPTON RD,"SAVANNAH, GA     31408",CHATHAM,(912) 966-5900 ext. 5200,6/30/2026,
5874023,Food Establishment Licenses,SUPREME PRODUCE @KROGER #609,DOROTHY NGUYEN,495 JOHNNY MERCER BLVD,"SAVANNAH, GA     31410",CHATHAM,(972) 402-9498,6/30/2026,
79841,Food Establishment Licenses,WALGREENS #5368,G. WASSON,11505 ABERCORN ST,"SAVANNAH, GA     31419",CHATHAM,(912) 927-6667,6/30/2026,
5311086,Food Establishment Licenses,GATEWAY SUNOCO,ANJALI PATEL,3 GATEWAY BLVD W,"SAVANNAH, GA     31419",CHATHAM,(912) 961-6257,6/30/2026,
31954,Food Establishment Licenses,FAMILY DOLLAR STORE #356,HOWARD LEVINE,3308 OGEECHEE RD,"SAVANNAH, GA     31405",CHATHAM,(912) 508-0340,6/30/2026,
32704,Food Establishment Licenses,CIRCLE K STORES INC. #2701862,BRIAN HANNASCH,2 QUACCO RD,"SAVANNAH, GA     31419",CHATHAM,(912) 925-3134,6/30/2026,
60145,Food Establishment Licenses,BYRD COOKIE COMPANY,STEPHANIE LINDLEY,6700 WATERS AVE,"SAVANNAH, GA     31406",CHATHAM,(912) 355-1716,6/30/2026,
4095315,Food Establishment Licenses,GUS MART 4,JAMES MORGAN,11935 ABERCORN ST,"SAVANNAH, GA     31419",CHATHAM,912-536-6283,6/30/2023,
56422,Food Establishment Licenses,DOLLAR TREE STORE #372,BOB SASSER,7805 ABERCORN ST STE C8,"SAVANNAH, GA     31406",CHATHAM,(912) 231-5415,6/30/2026,
81831,Food Establishment Licenses,TJ MAXX #365,,7400 ABERCORN ST STE 601,"SAVANNAH, GA     31406",CHATHAM,(912) 352-4550,6/30/2026,
60097,Food Establishment Licenses,WALMART #606,TIM SKINNER,4725 E HIGHWAY 80,"SAVANNAH, GA     31410",CHATHAM,(912) 898-1391,6/30/2026,
4920079,Food Establishment Licenses,PROVISIONS,NICOLE KRECICKI,101 W LIBERTY ST,"SAVANNAH, GA     31401",CHATHAM,(704) 307-3238,6/30/2026,
2530420,Food Establishment Licenses,PERC COFFEE ROASTERS,PHILIP BROWN,1802 E BROAD ST,"SAVANNAH, GA     31401",CHATHAM,,6/30/2026,
4767363,Food Establishment Licenses,COOL SPRINGS CATTLE COMPANY,CHRIS ZIPPERER,211 LEE BLVD,"SAVANNAH, GA     31405",CHATHAM,(912) 660-6011,5/28/2026,
4256814,Food Establishment Licenses,PORT MART,YOMIKABEN PATEL,101 NORTH COASTAL HWY,"SAVANNAH, GA     31407",CHATHAM,(912) 335-7319,6/30/2026,
4459800,Food Establishment Licenses,BYRD COOKIE COMPANY,STEPHANIE LINDLEY,300 W RIVER ST STE 6,"SAVANNAH, GA     31401",CHATHAM,(912) 355-1716,6/30/2026,
30468,Food Establishment Licenses,PO JOS STOP N GO,JOSEY SHEPPARD,1302 W GWINNETT ST,"SAVANNAH, GA     31415",CHATHAM,(912) 238-1932,6/30/2024,
83376,Food Establishment Licenses,SHOP N GO #2,KRISHNAL PATEL,1402 E BROAD ST,"SAVANNAH, GA     31401",CHATHAM,(912) 236-8947,6/30/2026,
5105616,Food Establishment Licenses,SPACIOUS SKIES CAMPGROUNDS-SAVANNAH OAKS,ERIC & ALI RASMUSSAN,805 FORT ARGYLE RD,"SAVANNAH, GA     31419",CHATHAM,(912) 748-4000,6/30/2026,
4576416,Food Establishment Licenses,ASHER & RYE,ERIKA SNAYD,348 WHITAKER ST,"SAVANNAH, GA     31401",CHATHAM,912-236-3022,6/30/2026,
3530711,Food Establishment Licenses,CAPITAL BEE COMPANY,THOMAS HINELY,421 E BROUGHTON ST,"SAVANNAH, GA     31401",CHATHAM,(912) 335-7263,6/30/2025,
4370805,Food Establishment Licenses,STOGGIES,MEGHA PATEL,329 E MONTGOMERY CROSSROAD,"SAVANNAH, GA     31407",CHATHAM,(912) 925-2407,6/30/2022,
1492113,Food Establishment Licenses,"AIRWAYS AMOCO, INC.",MITTAL PATEL,291 CROSSROADS PKWY,"SAVANNAH, GA     31408",CHATHAM,912-964-2244,6/30/2026,
79452,Food Establishment Licenses,SAVANNAH SWEETS INC,KEVIN MEYERS,97 OGLETHORPE MALL,"SAVANNAH, GA     31406",CHATHAM,(912) 355-3539,6/30/2023,
5608771,Food Establishment Licenses,"SHIVATVA, LLC",KAMINI PATEL,2109 W. BAY ST. UNIT A,"SAVANNAH, GA     31415",CHATHAM,(757) 561-5609,6/30/2026,
5106020,Food Establishment Licenses,FARGO CONVENIENCE STORE,PRAVINABEN PATEL,3500 OGEECHEE RD,"SAVANNAH, GA     31405",CHATHAM,(912) 532-9791,6/30/2026,
99736,Food Establishment Licenses,CVS PHARMACY #6369,THOMAS MOFFATT,5690 OGEECHEE RD,"SAVANNAH, GA     31405",CHATHAM,(912) 234-5575,6/30/2026,
92108,Food Establishment Licenses,"LINDA'S SEAFOOD, INC.",XIAO YAN LIN,1241 WHEATON ST,"SAVANNAH, GA     31401",CHATHAM,(912) 233-1202,6/30/2026,
1970443,Food Establishment Licenses,"HANUMANTA FOOD MART, INC",YOMIKA PATEL,1516 MONTGOMERY ST,"SAVANNAH, GA     31401",CHATHAM,(912) 349-2070,6/30/2026,
4955418,Food Establishment Licenses,SMART SHOP,ANKIT AMIN,1114 ABERCORN ST,"SAVANNAH, GA     31401",CHATHAM,(912) 712-3378,6/30/2026,
5311193,Food Establishment Licenses,POPSHELF STORE #25535,TODD VASOS,8108 ABERCORN ST,"SAVANNAH, GA     31406",CHATHAM,(912) 680-3601,6/30/2026,
4094568,Food Establishment Licenses,TWO TIDES BREWING COMPANY,JAMES MASSEY,12 W 41ST ST,"SAVANNAH, GA     31401",CHATHAM,(912) 665-0374,6/30/2024,
6028894,Food Establishment Licenses,YUMMI SUSHI @KROGER #979,,1900 E. VICTORY DR. STE 12,"SAVANNAH, GA     31404",CHATHAM,(972) 402-9498,6/30/2026,
4789283,Food Establishment Licenses,FRANK'S CORNER,DHARMESH KUMAR PATEL,3701 BULL ST,"SAVANNAH, GA     31405",CHATHAM,(912) 232-5001,6/30/2026,
4371114,Food Establishment Licenses,ABERCORN BP,PRAVIN PATEL,7204 ABERCORN ST,"SAVANNAH, GA     31406",CHATHAM,912-352-9888,6/30/2026,
5511696,Food Establishment Licenses,NOURIA 210 JOHNNY MERCER BOULEVARD,TONY EL-NEMR,210 JOHNNY MERCER BOULEVARD,"SAVANNAH, GA     31410",CHATHAM,(912) 897-4196,6/30/2026,
4257065,Food Establishment Licenses,DISCOUNT CORNER 5,DAMINI PATEL,1170 E DERENNE AVE,"SAVANNAH, GA     31406",CHATHAM,(912) 200-3456,6/30/2024,
5510456,Food Establishment Licenses,ALDI INC (GA) #84,SHAUN O'KEEFE,1651 E. VICTORY DR.,"SAVANNAH, GA     31404",CHATHAM,(706) 708-0369,6/30/2026,
4876626,Food Establishment Licenses,TOP STOP 1,PARTH PATEL,5548 OGEECHEE RD STE A,"SAVANNAH, GA     31405",CHATHAM,(912) 238-3200,6/30/2024,
83265,Food Establishment Licenses,BO BO'S SEAFOOD,CHUN ZHENG,2800 MONTGOMERY ST,"SAVANNAH, GA     31405",CHATHAM,(912) 232-5757,6/30/2026,
4496053,Food Establishment Licenses,HAN SUSHI,HAN SHEIN,4607 HABERSHAM ST,"SAVANNAH, GA     31405",CHATHAM,912-547-0159,6/30/2026,
4576405,Food Establishment Licenses,SAVANNAH MART,CHIRUG PATEL,2810 SKIDAWAY RD,"SAVANNAH, GA     31404",CHATHAM,912-481-2684,6/30/2026,
4347415,Food Establishment Licenses,BEEF JERKY EXPERIENCE,JOHN/IRENE JAMESON,305 W ST. JULIAN ST,"SAVANNAH, GA     31401",CHATHAM,850-322-5636,6/30/2024,
4371108,Food Establishment Licenses,PUMP N GO,KRUSHIL PATEL,201 E MONTGOMERY CROSSROAD STE A,"SAVANNAH, GA     31419",CHATHAM,912-335-7482,6/30/2026,
83168,Food Establishment Licenses,THE MIDTOWN DELI,SERGEY & LANA BOYARIN,7805 ABERCORN ST,"SAVANNAH, GA     31406",CHATHAM,(912) 355-8717,6/30/2025,
5511694,Food Establishment Licenses,NOURIA 3219 SKIDAWAY ROAD,TONY EL-NEMR,3219 SKIDAWAY ROAD,"SAVANNAH, GA     31404",CHATHAM,(912) 354-9208,6/30/2026,
51620,Food Establishment Licenses,SANDFLY AMOCO,JIM SHEFFIELD,7362 SKIDAWAY RD,"SAVANNAH, GA     31406",CHATHAM,(912) 713-2228,6/30/2026,
4495949,Food Establishment Licenses,MOBIL 17,DAVESH PATEL,5796 OGEECHEE RD UNIT 101,"SAVANNAH, GA     31405",CHATHAM,(912) 298-6621,6/30/2023,
5203691,Food Establishment Licenses,"MORE THAN CAKES, LLC",MARQUITA IRVING,7060 HODGSON MEMORIAL DR,"SAVANNAH, GA     31406",CHATHAM,(912) 303-4246,6/30/2026,
27685,Food Establishment Licenses,THE KROGER COMPANY STORE #979,DAVE DILLON,1900 E VICTORY DR,"SAVANNAH, GA     31404",DEKALB,(770) 496-7524,6/30/2026,
26739,Food Establishment Licenses,CIRCLE K STORE INC. #2705159,BRIAN HANNASCH,435 JOHNNY MERCER BLVD,"SAVANNAH, GA     31410",CHATHAM,(912) 897-5430,6/30/2026,
4577424,Food Establishment Licenses,PAL'S MINI MART,VEERAL PATEL,2101 LOUIS MILLS BLVD,"SAVANNAH, GA     31405",CHATHAM,(912) 231-0078,6/30/2026,
5873729,Food Establishment Licenses,SUPREME PRODUCE @KROGER #979,DOROTHY NGUYEN,1900 E. VICTORY DR. STE 12,"SAVANNAH, GA     31404",CHATHAM,(972) 402-9498,6/30/2026,
31829,Food Establishment Licenses,VAISHNO INC,KIRIT PATEL,1223 E MONTGOMERY XRD,"SAVANNAH, GA     31406",CHATHAM,(912) 927-3504,6/30/2026,
1369492,Food Establishment Licenses,AFC SUSHI @PUBLIX #1186,JEFFERY SEILER,11701 ABERCORN ST,"SAVANNAH, GA     31419",CHATHAM,(912) 915-4112,6/30/2026,
54488,Food Establishment Licenses,FOOD LION #1181,SCOTT GENTRY,8914 WHITE BLUFF RD,"SAVANNAH, GA     31406",CHATHAM,(912) 925-0755,6/30/2026,
4409434,Food Establishment Licenses,AUSPICIOUS BAKING CO.,MARK EKSTROM,7360 SKIDAWAY RD UNIT J-1,"SAVANNAH, GA     31406",CHATHAM,912-235-2284,6/30/2026,
2994407,Food Establishment Licenses,COFFEE BLUFF MARINA,MARVIN METZGER,14915 COFFEE BLUFF RD,"SAVANNAH, GA     31419",CHATHAM,(912) 231-3628,6/30/2026,
30656,Food Establishment Licenses,THE KROGER COMPANY STORE #609,DAVE DILLON,495 JOHNNY MERCER BLVD,"SAVANNAH, GA     31410",DEKALB,(770) 496-7524,6/30/2026,
1475410,Food Establishment Licenses,THE CINNAMON BEAR COUNTRY STORE,MICHAEL SNAID,205 E RIVER ST,"SAVANNAH, GA     31401",CHATHAM,(912) 233-0871,6/30/2026,
30570,Food Establishment Licenses,DERST BAKING COMPANY LLC,LINDA JONES,1311 MILLS B LN,"SAVANNAH, GA     31405",CHATHAM,(912) 233-2235,6/30/2026,
36572,Food Establishment Licenses,DUBBERLY'S SEAFOOD,FRANK DUBBERLY,214 VERNONBURG RD,"SAVANNAH, GA     31419",CHATHAM,(912) 925-6433,6/30/2024,
5512172,Food Establishment Licenses,NOURIA 405 MLK JR BOULEVARD,TONY EL-NEMR,405 MLK JR. BLVD,"SAVANNAH, GA     31401",CHATHAM,(912) 236-3103,6/30/2026,
4577453,Food Establishment Licenses,HOPP N SHOPP,ZAHEER LAKADAWALA,4503 MONTGOMERY ST,"SAVANNAH, GA     31405",CHATHAM,(912) 744-4073,6/30/2024,
4162985,Food Establishment Licenses,WATERS CHEVRON,AMIT PATEL,5009 WATERS AVE,"SAVANNAH, GA     31404",CHATHAM,(912) 335-2881,6/30/2026,
91305,Food Establishment Licenses,WALGREENS #2171,G. WASSON,700 E DERENNE AVE,"SAVANNAH, GA     31405",CHATHAM,(912) 354-4853,6/30/2026,
1970404,Food Establishment Licenses,SHIV'S CONVENIENCE #1,DIPIXA PATEL,1899 SKIDAWAY RD,"SAVANNAH, GA     31404",CHATHAM,(912) 401-0610,6/30/2023,
3239968,Food Establishment Licenses,MDMACARONS INC,AMY/LAURA SHIPPY/HALE,5002 PAULSEN ST STE 108,"SAVANNAH, GA     31405",CHATHAM,(912) 596-6339,6/30/2026,
29286,Food Establishment Licenses,S & M FOOD MART,KAILESH PATEL,11711 LARGO DR,"SAVANNAH, GA     31419",CHATHAM,(912) 927-4517,6/30/2023,
1970424,Food Establishment Licenses,SAVANNAH RUM RUNNERS BAKERY,MEGGAN HARTLEY,324 W BOLTON ST,"SAVANNAH, GA     31401",CHATHAM,(912) 355-4177,6/30/2026,
5174761,Food Establishment Licenses,ADITI9 CORPORATION,AMISH PATEL,2200 HABERSHAM ST,"SAVANNAH, GA     31401",CHATHAM,(912) 232-1106,6/30/2026,
4919914,Food Establishment Licenses,BOB'S CONVENIENCE STORE,MITUL PATEL,3707 OGEECHEE RD,"SAVANNAH, GA     31405",CHATHAM,(912) 999-6685,6/30/2026,
4256475,Food Establishment Licenses,WALGREENS #19629,,4600 HABERSHAM ST,"SAVANNAH, GA     31405",CHATHAM,912-354-5083,6/30/2026,
4919488,Food Establishment Licenses,THE SAVANNAH CHEESE STRAW COMPANY,KATHRYN BURGESS,906 EAST 72ND STREET,"SAVANNAH, GA     31405",CHATHAM,(912) 495-5444,6/30/2026,
4987051,Food Establishment Licenses,PARTY OF HIVE,MARGARET LILLY,5002 PAULSEN ST # 108,"SAVANNAH, GA     31405",CHATHAM,(912) 856-0828,6/30/2026,
2472409,Food Establishment Licenses,SERVICE BREWING COMPANY,KEVIN RYAN,574 INDIAN ST,"SAVANNAH, GA     31402",CHATHAM,,6/30/2026,
3452421,Food Establishment Licenses,CORNER STOP,PREKSHA PATEL,2314 SKIDAWAY RD,"SAVANNAH, GA     31404",CHATHAM,(912) 349-4620,6/30/2025,
